Fecha,Usuario,CPU_Por,Memoria_Por,Proceso,,,,,
"210309-105901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-105901","hdfs","0.0","0.0","python2.7"
"210309-105901","impala","139","11.7","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-105901","impala","0.0","0.0","python2.7"
"210309-105901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-105901","yarn","0.0","0.0","python2.7"
"210309-110401","hbase","0.0","0.0","sleep"
"210309-110401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-110401","hbase","0.0","0.0","python2.7"
"210309-110401","hbase","0.3","0.0","/bin/bash"
"210309-110401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-110401","hdfs","0.0","0.0","python2.7"
"210309-110401","impala","139","15.2","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-110401","impala","0.0","0.0","python2.7"
"210309-110401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-110401","yarn","0.0","0.0","python2.7"
"210309-110901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-110901","hbase","0.0","0.0","python2.7"
"210309-110901","hbase","0.3","0.0","/bin/bash"
"210309-110901","hbase","0.0","0.0","sleep"
"210309-110901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-110901","hdfs","0.0","0.0","python2.7"
"210309-110901","impala","139","11.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-110901","impala","0.0","0.0","python2.7"
"210309-110901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-110901","yarn","0.0","0.0","python2.7"
"210309-111401","hbase","0.0","0.0","sleep"
"210309-111401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-111401","hbase","0.0","0.0","python2.7"
"210309-111401","hbase","0.3","0.0","/bin/bash"
"210309-111401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-111401","hdfs","0.0","0.0","python2.7"
"210309-111401","impala","139","15.3","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-111401","impala","0.0","0.0","python2.7"
"210309-111401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-111401","yarn","0.0","0.0","python2.7"
"210309-111901","hbase","0.0","0.0","sleep"
"210309-111901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-111901","hbase","0.0","0.0","python2.7"
"210309-111901","hbase","0.3","0.0","/bin/bash"
"210309-111901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-111901","hdfs","0.0","0.0","python2.7"
"210309-111901","impala","139","11.6","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-111901","impala","0.0","0.0","python2.7"
"210309-111901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-111901","yarn","0.0","0.0","python2.7"
"210309-112401","hbase","0.0","0.0","sleep"
"210309-112401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-112401","hbase","0.0","0.0","python2.7"
"210309-112401","hbase","0.3","0.0","/bin/bash"
"210309-112401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-112401","hdfs","0.0","0.0","python2.7"
"210309-112401","impala","139","15.5","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-112401","impala","0.0","0.0","python2.7"
"210309-112401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-112401","yarn","0.0","0.0","python2.7"
"210309-112901","hbase","0.0","0.0","sleep"
"210309-112901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-112901","hbase","0.0","0.0","python2.7"
"210309-112901","hbase","0.3","0.0","/bin/bash"
"210309-112901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-112901","hdfs","0.0","0.0","python2.7"
"210309-112901","impala","139","11.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-112901","impala","0.0","0.0","python2.7"
"210309-112901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-112901","yarn","0.0","0.0","python2.7"
"210309-113401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-113401","hbase","0.0","0.0","python2.7"
"210309-113401","hbase","0.3","0.0","/bin/bash"
"210309-113401","hbase","0.0","0.0","sleep"
"210309-113401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-113401","hdfs","0.0","0.0","python2.7"
"210309-113401","impala","139","11.6","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-113401","impala","0.0","0.0","python2.7"
"210309-113401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-113401","yarn","0.0","0.0","python2.7"
"210309-113901","hbase","0.0","0.0","sleep"
"210309-113901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-113901","hbase","0.0","0.0","python2.7"
"210309-113901","hbase","0.3","0.0","/bin/bash"
"210309-113901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-113901","hdfs","0.0","0.0","python2.7"
"210309-113901","impala","139","11.6","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-113901","impala","0.0","0.0","python2.7"
"210309-113901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-113901","yarn","0.0","0.0","python2.7"
"210309-114401","hbase","0.0","0.0","sleep"
"210309-114401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-114401","hbase","0.0","0.0","python2.7"
"210309-114401","hbase","0.3","0.0","/bin/bash"
"210309-114401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-114401","hdfs","0.0","0.0","python2.7"
"210309-114401","impala","139","11.6","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-114401","impala","0.0","0.0","python2.7"
"210309-114401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-114401","yarn","0.0","0.0","python2.7"
"210309-114902","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-114902","hbase","0.0","0.0","python2.7"
"210309-114902","hbase","0.3","0.0","/bin/bash"
"210309-114902","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-114902","hdfs","0.0","0.0","python2.7"
"210309-114902","impala","139","12.3","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-114902","impala","0.0","0.0","python2.7"
"210309-114902","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-114902","yarn","0.0","0.0","python2.7"
"210309-115401","hbase","0.0","0.0","sleep"
"210309-115401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-115401","hbase","0.0","0.0","python2.7"
"210309-115401","hbase","0.3","0.0","/bin/bash"
"210309-115401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-115401","hdfs","0.0","0.0","python2.7"
"210309-115401","impala","139","12.7","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-115401","impala","0.0","0.0","python2.7"
"210309-115401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-115401","yarn","0.0","0.0","python2.7"
"210309-115901","hbase","0.0","0.0","sleep"
"210309-115901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-115901","hbase","0.0","0.0","python2.7"
"210309-115901","hbase","0.3","0.0","/bin/bash"
"210309-115901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-115901","hdfs","0.0","0.0","python2.7"
"210309-115901","impala","139","11.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-115901","impala","0.0","0.0","python2.7"
"210309-115901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-115901","yarn","0.0","0.0","python2.7"
"210309-120401","hbase","0.0","0.0","sleep"
"210309-120401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-120401","hbase","0.0","0.0","python2.7"
"210309-120401","hbase","0.3","0.0","/bin/bash"
"210309-120401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-120401","hdfs","0.0","0.0","python2.7"
"210309-120401","impala","139","12.0","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-120401","impala","0.0","0.0","python2.7"
"210309-120401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-120401","yarn","0.0","0.0","python2.7"
"210309-120901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-120901","hbase","0.0","0.0","python2.7"
"210309-120901","hbase","0.3","0.0","/bin/bash"
"210309-120901","hbase","0.0","0.0","sleep"
"210309-120901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-120901","hdfs","0.0","0.0","python2.7"
"210309-120901","impala","139","11.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-120901","impala","0.0","0.0","python2.7"
"210309-120901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-120901","yarn","0.0","0.0","python2.7"
"210309-121401","hbase","0.0","0.0","sleep"
"210309-121401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-121401","hbase","0.0","0.0","python2.7"
"210309-121401","hbase","0.3","0.0","/bin/bash"
"210309-121401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-121401","hdfs","0.0","0.0","python2.7"
"210309-121401","impala","139","11.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-121401","impala","0.0","0.0","python2.7"
"210309-121401","yarn","0.0","0.0","bash"
"210309-121401","yarn","0.2","0.0","/bin/bash"
"210309-121401","yarn","91.1","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-121401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-121401","yarn","0.0","0.0","python2.7"
"210309-121901","hbase","0.0","0.0","sleep"
"210309-121901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-121901","hbase","0.0","0.0","python2.7"
"210309-121901","hbase","0.3","0.0","/bin/bash"
"210309-121901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-121901","hdfs","0.0","0.0","python2.7"
"210309-121901","impala","139","12.4","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-121901","impala","0.0","0.0","python2.7"
"210309-121901","yarn","0.0","0.0","bash"
"210309-121901","yarn","0.0","0.0","bash"
"210309-121901","yarn","0.0","0.0","/bin/bash"
"210309-121901","yarn","0.0","0.0","/bin/bash"
"210309-121901","yarn","150","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-121901","yarn","163","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-121901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-121901","yarn","0.0","0.0","python2.7"
"210309-122401","hbase","0.0","0.0","sleep"
"210309-122401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-122401","hbase","0.0","0.0","python2.7"
"210309-122401","hbase","0.3","0.0","/bin/bash"
"210309-122401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-122401","hdfs","0.0","0.0","python2.7"
"210309-122401","impala","139","11.7","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-122401","impala","0.0","0.0","python2.7"
"210309-122401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-122401","yarn","0.0","0.0","python2.7"
"210309-122901","hbase","0.0","0.0","sleep"
"210309-122901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-122901","hbase","0.0","0.0","python2.7"
"210309-122901","hbase","0.3","0.0","/bin/bash"
"210309-122901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-122901","hdfs","0.0","0.0","python2.7"
"210309-122901","impala","139","11.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-122901","impala","0.0","0.0","python2.7"
"210309-122901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-122901","yarn","0.0","0.0","python2.7"
"210309-123401","hbase","0.0","0.0","sleep"
"210309-123401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-123401","hbase","0.0","0.0","python2.7"
"210309-123401","hbase","0.3","0.0","/bin/bash"
"210309-123401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-123401","hdfs","0.0","0.0","python2.7"
"210309-123401","impala","139","11.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-123401","impala","0.0","0.0","python2.7"
"210309-123401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-123401","yarn","0.0","0.0","python2.7"
"210309-123901","hbase","0.0","0.0","sleep"
"210309-123901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-123901","hbase","0.0","0.0","python2.7"
"210309-123901","hbase","0.3","0.0","/bin/bash"
"210309-123901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-123901","hdfs","0.0","0.0","python2.7"
"210309-123901","impala","139","13.7","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-123901","impala","0.0","0.0","python2.7"
"210309-123901","yarn","0.0","0.0","bash"
"210309-123901","yarn","0.0","0.0","/bin/bash"
"210309-123901","yarn","65.7","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-123901","yarn","0.0","0.0","/bin/sh"
"210309-123901","yarn","5.5","0.0","python"
"210309-123901","yarn","0.0","0.0","bash"
"210309-123901","yarn","0.0","0.0","/bin/bash"
"210309-123901","yarn","134","0.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-123901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-123901","yarn","0.0","0.0","python2.7"
"210309-124401","hbase","0.0","0.0","sleep"
"210309-124401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-124401","hbase","0.0","0.0","python2.7"
"210309-124401","hbase","0.3","0.0","/bin/bash"
"210309-124401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-124401","hdfs","0.0","0.0","python2.7"
"210309-124401","impala","139","11.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-124401","impala","0.0","0.0","python2.7"
"210309-124401","yarn","0.0","0.0","bash"
"210309-124401","yarn","0.0","0.0","/bin/bash"
"210309-124401","yarn","119","0.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-124401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-124401","yarn","0.0","0.0","python2.7"
"210309-124901","hbase","0.0","0.0","sleep"
"210309-124901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-124901","hbase","0.0","0.0","python2.7"
"210309-124901","hbase","0.3","0.0","/bin/bash"
"210309-124901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-124901","hdfs","0.0","0.0","python2.7"
"210309-124901","impala","139","12.2","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-124901","impala","0.0","0.0","python2.7"
"210309-124901","yarn","0.0","0.0","bash"
"210309-124901","yarn","0.0","0.0","/bin/bash"
"210309-124901","yarn","116","0.6","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-124901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-124901","yarn","0.0","0.0","python2.7"
"210309-125401","hbase","0.0","0.0","sleep"
"210309-125401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-125401","hbase","0.0","0.0","python2.7"
"210309-125401","hbase","0.3","0.0","/bin/bash"
"210309-125401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-125401","hdfs","0.0","0.0","python2.7"
"210309-125401","impala","139","11.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-125401","impala","0.0","0.0","python2.7"
"210309-125401","yarn","0.0","0.0","bash"
"210309-125401","yarn","0.0","0.0","bash"
"210309-125401","yarn","0.0","0.0","/bin/bash"
"210309-125401","yarn","0.0","0.0","/bin/bash"
"210309-125401","yarn","116","1.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-125401","yarn","107","1.3","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-125401","yarn","0.0","0.0","bash"
"210309-125401","yarn","0.0","0.0","/bin/bash"
"210309-125401","yarn","115","0.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-125401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-125401","yarn","0.0","0.0","python2.7"
"210309-125901","hbase","0.0","0.0","sleep"
"210309-125901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-125901","hbase","0.0","0.0","python2.7"
"210309-125901","hbase","0.3","0.0","/bin/bash"
"210309-125901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-125901","hdfs","0.0","0.0","python2.7"
"210309-125901","impala","139","11.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-125901","impala","0.0","0.0","python2.7"
"210309-125901","yarn","0.0","0.0","bash"
"210309-125901","yarn","0.0","0.0","/bin/bash"
"210309-125901","yarn","114","0.6","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-125901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-125901","yarn","0.0","0.0","python2.7"
"210309-130401","hbase","0.0","0.0","sleep"
"210309-130401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-130401","hbase","0.0","0.0","python2.7"
"210309-130401","hbase","0.3","0.0","/bin/bash"
"210309-130401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-130401","hdfs","0.0","0.0","python2.7"
"210309-130401","impala","139","15.5","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-130401","impala","0.0","0.0","python2.7"
"210309-130401","yarn","0.0","0.0","bash"
"210309-130401","yarn","0.0","0.0","/bin/bash"
"210309-130401","yarn","114","0.6","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-130401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-130401","yarn","0.0","0.0","python2.7"
"210309-130901","hbase","0.0","0.0","sleep"
"210309-130901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-130901","hbase","0.0","0.0","python2.7"
"210309-130901","hbase","0.3","0.0","/bin/bash"
"210309-130901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-130901","hdfs","0.0","0.0","python2.7"
"210309-130901","impala","139","11.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-130901","impala","0.0","0.0","python2.7"
"210309-130901","yarn","0.0","0.0","bash"
"210309-130901","yarn","0.0","0.0","/bin/bash"
"210309-130901","yarn","114","0.6","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-130901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-130901","yarn","0.0","0.0","python2.7"
"210309-131401","hbase","0.0","0.0","sleep"
"210309-131401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-131401","hbase","0.0","0.0","python2.7"
"210309-131401","hbase","0.3","0.0","/bin/bash"
"210309-131401","hdfs","5.7","0.0","du"
"210309-131401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-131401","hdfs","0.0","0.0","python2.7"
"210309-131401","impala","139","24.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-131401","impala","0.0","0.0","python2.7"
"210309-131401","yarn","0.0","0.0","bash"
"210309-131401","yarn","0.0","0.0","/bin/bash"
"210309-131401","yarn","112","0.7","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-131401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-131401","yarn","0.0","0.0","python2.7"
"210309-131901","hbase","0.0","0.0","sleep"
"210309-131901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-131901","hbase","0.0","0.0","python2.7"
"210309-131901","hbase","0.3","0.0","/bin/bash"
"210309-131901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-131901","hdfs","0.0","0.0","python2.7"
"210309-131901","impala","139","13.1","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-131901","impala","0.0","0.0","python2.7"
"210309-131901","yarn","0.0","0.0","bash"
"210309-131901","yarn","0.0","0.0","/bin/bash"
"210309-131901","yarn","109","0.6","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-131901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-131901","yarn","0.0","0.0","python2.7"
"210309-132401","hbase","0.0","0.0","sleep"
"210309-132401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-132401","hbase","0.0","0.0","python2.7"
"210309-132401","hbase","0.3","0.0","/bin/bash"
"210309-132401","hdfs","25.5","0.0","du"
"210309-132401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-132401","hdfs","0.0","0.0","python2.7"
"210309-132401","impala","139","13.4","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-132401","impala","0.0","0.0","python2.7"
"210309-132401","yarn","0.0","0.0","bash"
"210309-132401","yarn","0.0","0.0","/bin/bash"
"210309-132401","yarn","110","0.6","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-132401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-132401","yarn","0.0","0.0","python2.7"
"210309-132901","hbase","0.0","0.0","sleep"
"210309-132901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-132901","hbase","0.0","0.0","python2.7"
"210309-132901","hbase","0.3","0.0","/bin/bash"
"210309-132901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-132901","hdfs","0.0","0.0","python2.7"
"210309-132901","impala","140","11.4","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-132901","impala","0.0","0.0","python2.7"
"210309-132901","yarn","0.0","0.0","bash"
"210309-132901","yarn","0.0","0.0","/bin/bash"
"210309-132901","yarn","111","0.7","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-132901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-132901","yarn","0.0","0.0","python2.7"
"210309-133401","hbase","0.0","0.0","sleep"
"210309-133401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-133401","hbase","0.0","0.0","python2.7"
"210309-133401","hbase","0.3","0.0","/bin/bash"
"210309-133401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-133401","hdfs","0.0","0.0","python2.7"
"210309-133401","impala","140","14.4","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-133401","impala","0.0","0.0","python2.7"
"210309-133401","yarn","0.0","0.0","bash"
"210309-133401","yarn","0.0","0.0","/bin/bash"
"210309-133401","yarn","111","0.7","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-133401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-133401","yarn","0.0","0.0","python2.7"
"210309-133901","hbase","0.0","0.0","sleep"
"210309-133901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-133901","hbase","0.0","0.0","python2.7"
"210309-133901","hbase","0.3","0.0","/bin/bash"
"210309-133901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-133901","hdfs","0.0","0.0","python2.7"
"210309-133901","impala","140","12.1","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-133901","impala","0.0","0.0","python2.7"
"210309-133901","yarn","0.0","0.0","bash"
"210309-133901","yarn","0.0","0.0","/bin/bash"
"210309-133901","yarn","111","0.7","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-133901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-133901","yarn","0.0","0.0","python2.7"
"210309-134401","hbase","0.0","0.0","sleep"
"210309-134401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-134401","hbase","0.0","0.0","python2.7"
"210309-134401","hbase","0.3","0.0","/bin/bash"
